model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-43696.78408154853,-45223.67139832353,root_mean_squared_error,2.5244274139404297,0.6405055522918701,64.57228875160217,0.003495931625366211,0.0004668235778808594,0.010071516036987305,2,True,6
LightGBM,-44179.48216292409,-46397.01831448986,root_mean_squared_error,0.6800339221954346,0.25539350509643555,15.623679161071777,0.6800339221954346,0.25539350509643555,15.623679161071777,1,True,1
XGBoost,-44797.312845579756,-45819.212752391664,root_mean_squared_error,0.3169257640838623,0.11922836303710938,5.199984788894653,0.3169257640838623,0.11922836303710938,5.199984788894653,1,True,4
RandomForest,-48328.72432367783,-49924.398199509524,root_mean_squared_error,1.5239717960357666,0.26541686058044434,43.738553285598755,1.5239717960357666,0.26541686058044434,43.738553285598755,1,True,2
ExtraTrees,-51206.78335074954,-52920.547346150706,root_mean_squared_error,1.8445677757263184,0.6060004234313965,13.944665908813477,1.8445677757263184,0.6060004234313965,13.944665908813477,1,True,3
LinearModel,-70310.01667517031,-71700.83964061589,root_mean_squared_error,0.053194284439086914,0.013895034790039062,0.1340312957763672,0.053194284439086914,0.013895034790039062,0.1340312957763672,1,True,5
